                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    215,                0.61095,                 1.0498,                 0.4183,                0.91502,                0.90939,                0.93686,                0.95946,                0.74088,                 0.9092,                0.94027,                0.95835,                0.72707,                0.80589,                 1.2892,                0.42896,                 1.0431,              0.0057628,              0.0057628,              0.0057628
                    216,                0.60955,                 1.0509,                0.41789,                0.91263,                0.90974,                0.93686,                0.96001,                0.74493,                0.90996,                0.93686,                0.95919,                0.72717,                0.80399,                 1.2893,                0.42873,                 1.0425,               0.005743,               0.005743,               0.005743
                    217,                 0.6056,                 1.0507,                 0.4221,                  0.915,                0.91263,                0.93515,                0.96033,                0.74641,                0.91263,                0.93515,                0.95865,                0.72695,                0.80257,                 1.2941,                0.42777,                 1.0413,              0.0057232,              0.0057232,              0.0057232
                    218,                0.60733,                 1.0532,                0.41784,                0.91577,                0.91302,                0.93148,                0.95964,                0.74269,                0.91302,                0.93148,                0.95582,                0.72687,                0.80011,                 1.2974,                0.43242,                 1.0415,              0.0057034,              0.0057034,              0.0057034
                    219,                0.60173,                 1.0527,                0.40981,                 0.9114,                 0.9029,                0.93616,                0.95751,                0.74323,                 0.9029,                0.93616,                0.95586,                0.72567,                0.80038,                  1.305,                0.43416,                 1.0453,              0.0056836,              0.0056836,              0.0056836
                    220,                 0.6048,                  1.055,                0.41668,                0.91362,                0.90048,                0.93174,                0.95814,                0.74504,                0.90048,                0.93174,                0.95683,                0.72823,                0.79655,                 1.3088,                0.43088,                 1.0432,              0.0056638,              0.0056638,              0.0056638
                    221,                0.61337,                 1.0635,                0.42106,                 0.9152,                0.92303,                0.90273,                0.95684,                0.74286,                0.92303,                0.90273,                0.95454,                0.72627,                0.79525,                 1.3111,                0.43156,                 1.0422,               0.005644,               0.005644,               0.005644
                    222,                0.60362,                  1.027,                0.41469,                0.91317,                0.92834,                0.90614,                0.95579,                0.74368,                0.92834,                0.90614,                0.95285,                0.72545,                0.79618,                 1.3179,                 0.4386,                 1.0429,              0.0056242,              0.0056242,              0.0056242
                    223,                0.60147,                 1.0585,                0.41903,                0.91337,                0.92341,                 0.9053,                0.95459,                0.74134,                 0.9265,                0.91126,                 0.9548,                0.72375,                0.79332,                 1.3254,                  0.436,                  1.041,              0.0056044,              0.0056044,              0.0056044
                    224,                0.60387,                 1.0466,                0.41599,                0.91515,                0.90928,                 0.9236,                0.95496,                0.74306,                0.91264,                0.92701,                0.95425,                0.72329,                0.79716,                 1.3216,                0.43708,                 1.0438,              0.0055846,              0.0055846,              0.0055846
                    225,                0.59805,                  1.033,                0.41202,                 0.9061,                0.90449,                 0.9212,                0.95501,                0.73889,                0.90949,                0.92603,                0.95514,                0.72165,                0.80466,                  1.321,                0.43528,                 1.0514,              0.0055648,              0.0055648,              0.0055648
                    226,                0.59416,                 1.0432,                0.40916,                0.91074,                  0.906,                0.91126,                0.95538,                0.73867,                0.91169,                0.91613,                0.95747,                0.72207,                  0.801,                 1.3173,                0.43499,                 1.0473,               0.005545,               0.005545,               0.005545
                    227,                0.60241,                 1.0452,                0.41613,                0.91479,                0.88874,                0.92696,                0.95502,                0.74084,                0.89202,                0.93038,                0.95573,                0.72554,                0.80045,                 1.3164,                0.43243,                  1.047,              0.0055252,              0.0055252,              0.0055252
                    228,                0.59618,                 1.0575,                0.40626,                0.90779,                0.89687,                0.92321,                0.95593,                0.74205,                0.89896,                0.92833,                0.95508,                0.72433,                0.79714,                 1.3167,                0.43277,                 1.0462,              0.0055054,              0.0055054,              0.0055054
                    229,                0.59774,                 1.0245,                0.40913,                0.90839,                0.90358,                0.91468,                0.95532,                0.74328,                0.90459,                0.91638,                0.95475,                0.72521,                0.79675,                 1.3192,                0.43266,                  1.047,              0.0054856,              0.0054856,              0.0054856
                    230,                0.60184,                 1.0341,                0.41489,                0.91199,                0.90894,                0.89932,                0.95485,                0.74387,                0.90894,                0.89932,                0.95222,                0.72406,                0.79622,                 1.3154,                0.43329,                  1.047,              0.0054658,              0.0054658,              0.0054658
                    231,                0.59314,                 1.0263,                0.40717,                0.90854,                0.91214,                0.90353,                0.95497,                0.74311,                0.91214,                0.90353,                0.95129,                0.72489,                0.79362,                 1.3157,                0.43318,                 1.0441,               0.005446,               0.005446,               0.005446
                    232,                0.59304,                 1.0233,                0.40691,                0.90894,                0.90381,                0.91392,                0.95486,                0.74652,                0.90549,                0.91562,                0.95511,                0.72444,                 0.7913,                 1.3179,                0.43655,                 1.0409,              0.0054262,              0.0054262,              0.0054262
                    233,                0.59192,                 1.0449,                0.40549,                 0.9086,                0.91353,                0.91126,                0.95627,                 0.7463,                0.91353,                0.91126,                0.95399,                0.72487,                0.78837,                  1.311,                0.43527,                 1.0387,              0.0054064,              0.0054064,              0.0054064
                    234,                0.59411,                 1.0347,                0.40885,                0.91347,                0.90581,                0.91904,                0.95596,                0.74685,                0.90581,                0.91904,                0.95612,                0.72462,                0.78601,                 1.3073,                0.43291,                 1.0365,              0.0053866,              0.0053866,              0.0053866
                    235,                0.59428,                 1.0199,                0.40431,                0.91038,                0.91055,                0.91297,                0.95627,                0.74788,                0.91055,                0.91297,                0.95523,                0.72553,                0.78545,                 1.3042,                0.43731,                 1.0354,              0.0053668,              0.0053668,              0.0053668
                    236,                0.59329,                 1.0196,                0.40396,                0.90616,                0.91169,                0.91638,                0.95614,                0.75115,                0.91142,                0.91302,                0.95431,                0.72704,                0.78629,                  1.299,                0.43681,                 1.0357,               0.005347,               0.005347,               0.005347
                    237,                0.58697,                 1.0403,                0.40699,                0.91102,                0.91372,                0.92168,                0.95689,                0.74952,                0.91372,                0.92168,                0.95456,                 0.7294,                0.78685,                 1.2964,                0.43628,                 1.0363,              0.0053272,              0.0053272,              0.0053272
                    238,                 0.5891,                  1.008,                 0.4029,                0.90746,                0.91374,                 0.9219,                0.95914,                0.75034,                0.91401,                 0.9215,                0.95498,                0.72876,                0.78976,                 1.2971,                0.43429,                 1.0384,              0.0053074,              0.0053074,              0.0053074
                    239,                 0.5839,                 1.0221,                0.40431,                0.90515,                0.91511,                0.91982,                0.95988,                0.75176,                0.91511,                0.91982,                0.95451,                0.73004,                0.78831,                 1.2981,                0.43186,                 1.0388,              0.0052876,              0.0052876,              0.0052876
                    240,                0.58794,                 1.0119,                0.39832,                0.90651,                0.91643,                 0.9198,                0.96028,                0.75137,                0.91643,                 0.9198,                0.95513,                0.73066,                0.78607,                  1.299,                0.42981,                 1.0369,              0.0052678,              0.0052678,              0.0052678
                    241,                0.58877,                 1.0299,                0.40285,                0.90574,                0.90728,                 0.9215,                0.95992,                0.75144,                0.90728,                 0.9215,                0.95548,                0.73166,                0.78639,                 1.2982,                0.43356,                 1.0375,               0.005248,               0.005248,               0.005248
                    242,                   0.59,                 1.0004,                0.40337,                0.90713,                0.90586,                0.92662,                0.96019,                0.75318,                0.90586,                0.92662,                0.95569,                0.73287,                0.78959,                 1.2947,                0.43642,                 1.0399,              0.0052282,              0.0052282,              0.0052282
                    243,                0.59249,                 1.0137,                0.40335,                0.90666,                0.90615,                0.92271,                0.96076,                0.75243,                0.90615,                0.92271,                0.95661,                0.73037,                0.79025,                 1.2936,                0.43689,                 1.0402,              0.0052084,              0.0052084,              0.0052084
                    244,                0.58129,                 1.0043,                0.39387,                0.90729,                0.90939,                0.92483,                0.96148,                0.75244,                0.90939,                0.92483,                0.95742,                0.73129,                0.78789,                 1.2901,                0.43666,                 1.0403,              0.0051886,              0.0051886,              0.0051886
                    245,                0.58527,                 1.0291,                0.40331,                0.90722,                0.90832,                0.93003,                0.96207,                0.75268,                0.90832,                0.93003,                0.95836,                0.72929,                0.78674,                 1.2859,                0.43566,                 1.0395,              0.0051688,              0.0051688,              0.0051688
                    246,                0.57985,                 1.0071,                0.39553,                0.90469,                0.90678,                0.93515,                 0.9629,                0.75266,                0.90678,                0.93515,                0.95926,                0.73236,                0.78804,                 1.2895,                0.43549,                 1.0402,               0.005149,               0.005149,               0.005149
                    247,                0.58221,                0.99724,                0.39856,                0.90463,                0.91129,                0.93345,                 0.9615,                0.75225,                 0.9102,                0.93398,                0.95858,                0.73363,                0.78958,                 1.2934,                 0.4324,                 1.0426,              0.0051292,              0.0051292,              0.0051292
                    248,                0.58141,                0.99166,                0.39522,                0.90337,                0.91014,                0.93338,                0.96045,                0.75361,                0.91166,                0.93341,                0.95741,                0.73253,                0.79137,                 1.2975,                0.43004,                 1.0452,              0.0051094,              0.0051094,              0.0051094
                    249,                0.57772,                 1.0128,                0.39597,                0.90327,                0.90523,                0.92914,                0.95961,                0.75279,                 0.9069,                0.93085,                 0.9564,                0.73228,                0.78998,                 1.2959,                0.43012,                 1.0425,              0.0050896,              0.0050896,              0.0050896
                    250,                0.58518,                 1.0054,                 0.3985,                0.90361,                0.90234,                0.93027,                0.95944,                0.75062,                0.90475,                0.93174,                0.95719,                0.73119,                0.78898,                  1.296,                0.42945,                 1.0426,              0.0050698,              0.0050698,              0.0050698
                    251,                0.57365,                0.99937,                0.39273,                0.90407,                 0.9009,                0.93085,                0.95878,                0.74982,                0.90456,                0.93003,                0.95626,                0.73228,                0.78917,                 1.2956,                0.42824,                  1.043,                0.00505,                0.00505,                0.00505
                    252,                0.58023,                 1.0052,                0.39744,                0.90147,                0.90379,                0.93174,                0.95924,                 0.7507,                0.90642,                0.93345,                0.95602,                0.73236,                0.79171,                 1.2974,                0.42547,                 1.0445,              0.0050302,              0.0050302,              0.0050302
                    253,                0.58254,                 1.0245,                0.40042,                0.90402,                 0.9003,                0.93515,                0.95981,                0.75147,                0.90225,                0.93686,                0.95561,                0.73301,                0.79267,                 1.2934,                0.42565,                 1.0447,              0.0050104,              0.0050104,              0.0050104
                    254,                0.57278,                0.98715,                0.39205,                0.90163,                0.90689,                0.93345,                0.96012,                0.75022,                0.90855,                0.93515,                0.95546,                0.73174,                0.79342,                 1.2911,                0.42552,                 1.0453,              0.0049906,              0.0049906,              0.0049906
                    255,                0.57956,                 1.0063,                0.39311,                0.90382,                0.90745,                0.94198,                0.96046,                0.75174,                 0.9091,                0.94369,                0.95561,                0.73281,                0.79013,                 1.2913,                0.42588,                 1.0427,              0.0049708,              0.0049708,              0.0049708
                    256,                0.57676,                 1.0042,                 0.3946,                0.89872,                0.90267,                0.94027,                0.96086,                0.75025,                0.90431,                0.94198,                 0.9559,                0.73273,                0.78723,                 1.2896,                0.42604,                  1.041,               0.004951,               0.004951,               0.004951
                    257,                0.57893,                0.98898,                 0.3947,                0.90136,                0.90346,                0.94027,                0.96117,                0.75111,                 0.9051,                0.94198,                0.95679,                0.73409,                0.78336,                 1.2888,                0.42821,                 1.0374,              0.0049312,              0.0049312,              0.0049312
                    258,                0.57305,                0.99789,                0.39144,                0.90267,                  0.903,                0.93729,                0.96073,                 0.7544,                0.90742,                0.93686,                0.95602,                0.73401,                 0.7792,                 1.2868,                 0.4258,                 1.0345,              0.0049114,              0.0049114,              0.0049114
                    259,                0.57349,                0.99886,                 0.3894,                0.90063,                0.90616,                0.93931,                0.96076,                0.75422,                 0.9104,                0.93632,                 0.9582,                0.73465,                 0.7775,                 1.2849,                0.42592,                 1.0327,              0.0048916,              0.0048916,              0.0048916
                    260,                0.57004,                0.99214,                0.38856,                0.90161,                0.90899,                0.93744,                0.96037,                0.75623,                0.91118,                0.93686,                0.95863,                0.73608,                0.77769,                 1.2824,                0.42755,                  1.034,              0.0048718,              0.0048718,              0.0048718
                    261,                 0.5748,                0.99018,                0.39517,                0.90251,                 0.9121,                0.93857,                 0.9604,                0.75558,                0.91525,                0.93984,                0.95898,                0.73471,                0.77792,                 1.2799,                0.42879,                 1.0346,               0.004852,               0.004852,               0.004852
                    262,                0.57317,                 1.0004,                0.39388,                0.90275,                0.90486,                0.94369,                0.96103,                0.75622,                0.90649,                0.94539,                0.95967,                0.73504,                0.77794,                  1.278,                0.42722,                 1.0347,              0.0048322,              0.0048322,              0.0048322
                    263,                0.57477,                 0.9904,                0.39203,                0.90221,                0.90645,                0.94198,                0.96154,                0.75705,                0.90809,                0.94369,                0.95917,                0.73603,                0.77737,                 1.2757,                0.42771,                 1.0342,              0.0048124,              0.0048124,              0.0048124
                    264,                0.56763,                0.98334,                0.38789,                0.90109,                0.90593,                0.94198,                0.96169,                0.75684,                0.90757,                0.94369,                0.95938,                0.73615,                0.77593,                 1.2759,                 0.4267,                 1.0321,              0.0047926,              0.0047926,              0.0047926
                    265,                0.56736,                0.99157,                0.38696,                0.90205,                0.90653,                0.94539,                0.96138,                0.75818,                0.90817,                 0.9471,                0.96113,                 0.7369,                0.77579,                 1.2766,                0.42561,                 1.0324,              0.0047728,              0.0047728,              0.0047728
                    266,                0.56853,                0.99264,                0.38357,                0.89879,                0.90641,                0.94205,                0.96157,                0.75794,                0.90805,                 0.9437,                0.96112,                0.73679,                0.77653,                 1.2748,                0.42442,                 1.0328,               0.004753,               0.004753,               0.004753
                    267,                0.56677,                0.98549,                 0.3898,                0.90087,                0.91078,                0.94067,                0.96187,                0.76011,                0.91243,                0.94238,                0.96109,                0.73704,                0.77787,                 1.2748,                0.42457,                 1.0338,              0.0047332,              0.0047332,              0.0047332
                    268,                0.57112,                0.96902,                0.38992,                0.89917,                0.90914,                0.94027,                0.96124,                0.75959,                0.91079,                0.94198,                0.96089,                0.73748,                0.77682,                 1.2749,                0.42456,                  1.032,              0.0047134,              0.0047134,              0.0047134
                    269,                0.56024,                0.98136,                  0.382,                0.89718,                0.90914,                0.93912,                0.96105,                0.75861,                0.91079,                0.94082,                0.96014,                0.73689,                0.77634,                 1.2758,                0.42512,                 1.0314,              0.0046936,              0.0046936,              0.0046936
                    270,                0.56091,                0.97595,                0.38447,                0.89822,                0.90907,                0.94027,                0.96024,                0.75905,                0.91072,                0.94198,                0.95931,                0.73652,                0.77523,                 1.2755,                0.42462,                 1.0313,              0.0046738,              0.0046738,              0.0046738
                    271,                0.57454,                0.99901,                0.38828,                0.90206,                0.90921,                0.93989,                0.95991,                0.75796,                0.91086,                 0.9416,                0.95882,                0.73584,                0.77431,                 1.2756,                0.42192,                 1.0303,               0.004654,               0.004654,               0.004654
                    272,                0.55897,                0.97516,                0.38082,                0.89744,                0.90959,                0.93857,                0.96013,                0.75795,                0.91144,                0.94027,                0.95821,                0.73567,                 0.7749,                 1.2762,                0.42027,                 1.0306,              0.0046342,              0.0046342,              0.0046342
                    273,                0.56015,                0.97965,                 0.3845,                0.89722,                0.90885,                0.93582,                0.96052,                0.75757,                0.91045,                0.93687,                0.95785,                0.73434,                0.77531,                 1.2751,                0.41774,                 1.0316,              0.0046144,              0.0046144,              0.0046144
                    274,                0.55795,                0.97006,                0.38022,                0.89577,                0.90727,                0.93494,                 0.9597,                0.75839,                0.90892,                0.93664,                0.95888,                0.73546,                 0.7753,                 1.2757,                0.41652,                 1.0317,              0.0045946,              0.0045946,              0.0045946
                    275,                0.55557,                0.96487,                0.38073,                 0.8951,                0.90441,                 0.9364,                0.95942,                0.75923,                0.90605,                 0.9381,                0.95742,                0.73673,                0.77486,                 1.2755,                0.41604,                 1.0315,              0.0045748,              0.0045748,              0.0045748
                    276,                0.56124,                0.98425,                0.38277,                0.89544,                 0.9041,                0.93686,                0.95928,                0.75905,                0.90575,                0.93857,                 0.9569,                0.73629,                0.77206,                 1.2764,                0.41383,                 1.0292,               0.004555,               0.004555,               0.004555
                    277,                 0.5631,                0.97597,                0.38446,                0.89929,                0.90507,                0.93686,                0.95927,                0.75972,                0.90672,                0.93857,                0.95709,                0.73597,                0.77009,                 1.2767,                0.41334,                  1.029,              0.0045352,              0.0045352,              0.0045352
                    278,                0.56006,                0.96973,                0.37908,                0.89642,                0.90294,                0.94027,                0.95904,                0.75771,                0.90458,                0.94198,                0.95703,                0.73715,                0.76886,                 1.2754,                0.41336,                 1.0284,              0.0045154,              0.0045154,              0.0045154
                    279,                0.55518,                0.97023,                0.37321,                 0.8949,                0.90466,                0.94198,                0.95922,                 0.7589,                 0.9041,                0.94198,                0.95705,                0.73642,                0.76889,                 1.2757,                0.41307,                 1.0293,              0.0044956,              0.0044956,              0.0044956
                    280,                0.56087,                0.97444,                0.37887,                0.89805,                0.90374,                0.94525,                0.95864,                0.75869,                0.90324,                0.94539,                0.95678,                 0.7359,                0.76875,                 1.2762,                0.41373,                 1.0298,              0.0044758,              0.0044758,              0.0044758
                    281,                0.55836,                0.97698,                0.37549,                0.89545,                0.90188,                0.94117,                0.95837,                0.75844,                 0.9035,                 0.9427,                0.95684,                0.73503,                0.76728,                  1.275,                0.41333,                 1.0293,               0.004456,               0.004456,               0.004456
                    282,                0.55437,                0.96408,                0.37487,                0.89564,                0.90517,                0.93857,                0.95827,                0.75962,                0.90681,                0.94027,                0.95529,                0.73449,                0.76906,                 1.2744,                0.41176,                 1.0314,              0.0044362,              0.0044362,              0.0044362
                    283,                 0.5575,                0.97335,                0.37711,                0.89569,                0.90172,                 0.9394,                0.95815,                0.75971,                0.90336,                0.94111,                0.95535,                0.73661,                0.76768,                 1.2739,                0.41148,                 1.0303,              0.0044164,              0.0044164,              0.0044164
                    284,                0.55435,                0.96637,                0.37515,                 0.8992,                0.90455,                0.94027,                 0.9586,                0.75832,                0.90619,                0.94198,                 0.9563,                0.73572,                0.76694,                 1.2712,                0.41144,                 1.0302,              0.0043966,              0.0043966,              0.0043966
                    285,                0.56045,                0.96769,                0.37714,                0.90009,                0.90605,                0.94369,                0.95895,                0.75863,                0.90769,                0.94539,                0.95567,                0.73582,                 0.7667,                 1.2708,                0.41107,                 1.0302,              0.0043768,              0.0043768,              0.0043768
                    286,                0.55304,                0.94649,                0.37363,                0.89386,                0.90487,                0.94198,                0.95854,                0.75829,                0.90651,                0.94369,                 0.9555,                0.73387,                0.76682,                 1.2711,                0.41115,                 1.0299,               0.004357,               0.004357,               0.004357
                    287,                0.56205,                0.96058,                0.37809,                0.90066,                0.90657,                0.94198,                0.95818,                0.75945,                0.90843,                0.94369,                0.95517,                0.73456,                0.76635,                   1.27,                0.41233,                 1.0299,              0.0043372,              0.0043372,              0.0043372
                    288,                0.54694,                0.95832,                0.37084,                0.89158,                0.90642,                0.94369,                 0.9585,                0.75981,                0.90806,                0.94539,                0.95561,                0.73482,                0.76607,                 1.2707,                 0.4123,                 1.0298,              0.0043174,              0.0043174,              0.0043174
                    289,                0.54684,                0.94904,                 0.3727,                0.89157,                0.90649,                0.94297,                0.95855,                 0.7608,                0.90813,                0.94467,                0.95555,                0.73615,                0.76492,                 1.2713,                 0.4112,                 1.0292,              0.0042976,              0.0042976,              0.0042976
                    290,                 0.5505,                0.95464,                0.37154,                0.89207,                0.90917,                0.94027,                0.95831,                0.76011,                0.91082,                0.94198,                0.95561,                0.73518,                0.76462,                 1.2724,                0.40961,                 1.0289,              0.0042778,              0.0042778,              0.0042778
                    291,                0.55488,                0.96803,                0.37232,                0.89534,                0.90662,                0.94439,                0.95822,                0.76017,                0.90826,                 0.9461,                0.95554,                0.73579,                0.76436,                  1.272,                0.40894,                 1.0287,               0.004258,               0.004258,               0.004258
                    292,                0.54955,                0.97167,                0.37199,                0.89021,                0.90392,                0.94027,                  0.958,                0.76102,                0.90556,                0.94198,                0.95525,                0.73473,                0.76366,                 1.2725,                0.40723,                 1.0288,              0.0042382,              0.0042382,              0.0042382
                    293,                0.55281,                0.96376,                0.37193,                0.89348,                 0.9024,                0.93857,                0.95799,                0.76104,                0.90415,                0.94027,                0.95537,                0.73501,                0.76422,                 1.2718,                0.40611,                  1.029,              0.0042184,              0.0042184,              0.0042184
                    294,                0.54502,                0.93413,                0.37116,                0.89449,                0.90027,                 0.9397,                 0.9583,                0.76235,                0.90191,                 0.9414,                0.95514,                0.73487,                0.76361,                 1.2723,                0.40644,                 1.0289,              0.0041986,              0.0041986,              0.0041986
                    295,                0.54597,                0.95442,                0.37056,                 0.8931,                0.90112,                0.94027,                0.95792,                0.76052,                0.90306,                0.94198,                0.95473,                0.73618,                 0.7639,                 1.2728,                0.40641,                 1.0291,              0.0041788,              0.0041788,              0.0041788
                    296,                0.54461,                0.93997,                 0.3679,                0.89062,                0.90188,                 0.9411,                0.95791,                0.76037,                0.90351,                0.94281,                0.95423,                0.73506,                 0.7644,                 1.2734,                0.40638,                 1.0295,               0.004159,               0.004159,               0.004159
                    297,                 0.5432,                0.93959,                0.36906,                 0.8909,                 0.9028,                0.93518,                0.95804,                0.76015,                0.90445,                0.93688,                0.95444,                0.73541,                0.76444,                 1.2739,                0.40705,                 1.0294,              0.0041392,              0.0041392,              0.0041392
                    298,                0.54595,                 0.9476,                0.36781,                0.89455,                0.90384,                0.93345,                0.95776,                0.76055,                0.90549,                0.93515,                0.95424,                 0.7347,                0.76423,                 1.2732,                0.40618,                 1.0295,              0.0041194,              0.0041194,              0.0041194
                    299,                0.54568,                0.94477,                0.36631,                0.89198,                0.90556,                0.93266,                0.95781,                0.76038,                0.90721,                0.93436,                0.95448,                0.73548,                0.76332,                 1.2734,                0.40665,                 1.0294,              0.0040996,              0.0040996,              0.0040996
                    300,                0.54502,                0.94101,                0.36902,                0.89177,                0.90576,                0.93483,                0.95824,                0.76052,                0.90741,                0.93654,                 0.9548,                0.73567,                0.76272,                 1.2734,                0.40607,                 1.0292,              0.0040798,              0.0040798,              0.0040798
                    301,                0.54014,                0.95484,                0.36392,                0.89254,                 0.9005,                0.94207,                0.95849,                0.76039,                 0.9005,                0.94207,                0.95476,                0.73612,                0.76095,                 1.2725,                0.40618,                 1.0284,                0.00406,                0.00406,                0.00406
                    302,                0.54062,                0.94043,                0.36678,                0.89155,                0.90387,                0.94027,                0.95871,                0.76048,                0.90387,                0.94027,                0.95484,                0.73621,                0.76028,                 1.2721,                0.40509,                 1.0283,              0.0040402,              0.0040402,              0.0040402
                    303,                0.54207,                0.93997,                 0.3628,                0.88978,                0.90225,                0.94539,                0.95852,                0.76054,                0.90225,                0.94539,                0.95438,                0.73597,                0.75975,                 1.2718,                0.40423,                 1.0279,              0.0040204,              0.0040204,              0.0040204
                    304,                 0.5441,                 0.9477,                0.36944,                0.89621,                 0.8976,                 0.9471,                0.95851,                0.76033,                 0.8976,                 0.9471,                 0.9548,                0.73705,                0.75857,                 1.2723,                0.40392,                 1.0279,              0.0040006,              0.0040006,              0.0040006
                    305,                0.54371,                0.94104,                0.37099,                0.89259,                0.90688,                0.93857,                0.95844,                0.75926,                0.90688,                0.93857,                0.95464,                0.73579,                0.75782,                 1.2721,                0.40351,                 1.0281,              0.0039808,              0.0039808,              0.0039808
                    306,                0.53853,                0.94552,                0.36315,                0.88982,                0.90537,                0.93857,                0.95831,                0.76083,                0.90537,                0.93857,                0.95443,                0.73591,                 0.7573,                  1.272,                0.40285,                  1.028,               0.003961,               0.003961,               0.003961
                    307,                0.54195,                  0.941,                0.36424,                0.89392,                0.90632,                0.93857,                0.95795,                0.76041,                0.90632,                0.93857,                0.95421,                0.73585,                0.75651,                 1.2724,                0.40318,                 1.0278,              0.0039412,              0.0039412,              0.0039412
                    308,                0.53329,                 0.9412,                0.35908,                0.88774,                0.90501,                0.93857,                0.95783,                 0.7597,                0.90501,                0.93857,                0.95425,                0.73591,                0.75706,                 1.2734,                0.40201,                 1.0286,              0.0039214,              0.0039214,              0.0039214
                    309,                0.54059,                0.95708,                0.36786,                0.89038,                0.90321,                0.93949,                0.95746,                0.75971,                0.91981,                 0.9215,                0.95412,                0.73643,                0.75713,                 1.2738,                0.40232,                 1.0288,              0.0039016,              0.0039016,              0.0039016
                    310,                0.53087,                0.91678,                0.35873,                0.88763,                0.90315,                0.93893,                0.95729,                0.75951,                0.92065,                 0.9215,                0.95389,                0.73641,                0.75665,                 1.2747,                0.40257,                  1.029,              0.0038818,              0.0038818,              0.0038818
                    311,                0.53731,                0.92699,                0.36218,                0.89109,                0.90341,                0.93857,                  0.957,                0.75991,                0.91865,                 0.9215,                0.95388,                0.73599,                0.75657,                 1.2752,                0.40338,                 1.0292,               0.003862,               0.003862,               0.003862
                    312,                0.54012,                 0.9289,                0.36162,                0.89129,                0.90439,                0.93857,                0.95745,                 0.7606,                0.90603,                0.94027,                0.95451,                0.73593,                0.75667,                 1.2763,                0.40311,                 1.0295,              0.0038422,              0.0038422,              0.0038422
                    313,                0.53511,                0.92748,                 0.3575,                0.88635,                0.90591,                0.93652,                0.95727,                0.76055,                0.90756,                0.93823,                0.95422,                0.73575,                0.75684,                 1.2764,                0.40401,                 1.0295,              0.0038224,              0.0038224,              0.0038224
                    314,                0.53302,                0.92799,                0.35609,                0.89102,                0.90733,                 0.9356,                0.95712,                0.76036,                0.90898,                0.93731,                0.95435,                 0.7356,                0.75714,                 1.2767,                0.40356,                 1.0297,              0.0038026,              0.0038026,              0.0038026
                    315,                0.52641,                0.92717,                 0.3547,                0.88653,                0.90705,                0.93345,                0.95693,                0.75935,                0.90871,                0.93515,                0.95435,                0.73514,                 0.7573,                 1.2769,                0.40445,                 1.0299,              0.0037828,              0.0037828,              0.0037828
                    316,                0.52227,                0.90868,                0.35237,                 0.8841,                0.90892,                0.93174,                0.95694,                0.75976,                0.91277,                0.93515,                0.95661,                0.73561,                0.75766,                 1.2773,                0.40616,                 1.0301,               0.003763,               0.003763,               0.003763
                    317,                0.53319,                0.93018,                0.36119,                0.88868,                0.91243,                0.93003,                0.95696,                0.75984,                0.91578,                0.93345,                0.95662,                0.73568,                0.75734,                  1.278,                0.40604,                   1.03,              0.0037432,              0.0037432,              0.0037432
